Classificação;Segmento;Faixas de experiência;Dia da Semana;Dia;Mês;Ano;Hora;Descrição;Estado;Dias Perdidos;Dias Debitados;Reabilitado;Dias Perdidos Corrigidos;Agente Causador;Gravidade;Potencial;Grau de Risco;Compromissos (Regra de Ouro);Evento_Crítico_Target
Típico com afastamento;CSC;1 a 3 anos;Terça- feira;9;7;2024;16:00 - 17:00;O colaborador ao se deslocar na área desativada da SE Macapá I, pisou em uma das tampas de concreto da canaleta de comando / controle, que quebrou. Durante a queda houve o impacto do colaborador com a tampa de concreto, resultando em lesão na boca.;AP;2;0;Não;;Queda com diferença de nível;Baixo;14;Baixo;2 - Percepção de Risco;Não
Quase Acidente;Transmissão;Acima de 10 anos;Quinta - feira;18;1;2024;10:00 - 11:00;Na chegada à Torre 156 ARE/CBA, o Empregado da CGT Eletrosul, ao passar pela porteira de acesso, o veículo deslizou para a direita e bateu no mourão da cerca resultando em dano material apenas, amassando a lataria e quebrando a lanterna traseira (lado direito) do veículo.;PR;N/A;Não;Não;N/A;Carro - Colisão ;;16;Baixo;8 - Veículos e Equipamentos Móveis;Não
Desvio Crítico;CSC;6 meses a 1 ano;Quinta - feira;3;10;2024;16:00 - 17:00;Ao realizar brincadeira com outro colaborador, correu, sentiu dores na perna (lesão muscular) e caiu no chão;GO;N/A;N/A;;N/A;;Baixo;14;Baixo;2 - Percepção de Risco;Não
Quase Acidente;CSC;1 a 3 anos;Quarta - feira;15;5;2024;14:00 - 15:00;O funcionário terceirizado estava auxiliando na atividade de roço e ao se locomover não se atentou à existência de uma caixa de drenagem sem tampa vindo a de desequilibrar e chocar-se resultando em uma escoriação leve na parte inferior da perna. Ele se apresentou ao encarregado, limpou o ferimento aplicou um curativo e o funcionário voltou ao trabalho. ;PE;;;;;Golpeado contra (correndo em direção, tropeçando em);Baixo;15;Baixo;7 - Bloqueio e Proteção;Não
Típico sem afastamento;Geração - Hidráulica;Até 6 meses;Segunda - feira;30;12;2024;10:00 - 11:00;Impacto de marreta sobre o dedo anelar da mão direita durante quebra de torque e retirada dos prisioneiros de acoplamento da Ogiva com o Anel Guia;RO;N/A;N/A;;N/A;Ferramenta Manual;Baixo;11;Médio;2 - Percepção de Risco;Não
Quase Acidente;CSC;6 meses a 1 ano;Domingo;31;3;2024;05:00 - 06:00; Motorista estava conduzindo os funcionários em sua rota habitual (dentro da cidade) para a SE coletora,onde realizariam atividades de desligamento na subestação. Ao passar pelo Comercial Dias, localizado na Rua Anarí, deparou-se com uma camionete modelo S-10 estacionada de forma inadequada, ocupando parte da pista de rolamento. Devido à escuridão do ambiente, apesar da iluminação adequada do veículo, não foi possível desviar a tempo para evitar a colisão, resultando apenas em danos materiais em ambos os veículos.;RO;;;;;Carro - Colisão ;Baixo;15;Baixo;8 - Veículos e Equipamentos Móveis;Não
Trajeto com afastamento;CSC;Acima de 10 anos;Quinta - feira;11;6;2024;11:00 - 12:00;A empregada Eletrobras Chesf, ao sair da companhia escorregou ao atravessar a rua, vindo a cair, ocasionando lesão no cóccix.;PE;8;0;Não;0;Queda mesmo nível;Baixo;14;Baixo;Outros;Não
Trajeto sem afastamento;Expansão;3 a 6 anos;Terça- feira;24;9;2024;06:00 - 07:00;Colaborador J. F. da S. sofreu um acidente de moto nas proximidades da BR 101, entre os municípios de Ribeirão/PE e Escada/PE. O colaborador estava em deslocamento (em veículo próprio) da residência para o canteiro da obra).;PE;0;-;Não;-;;Médio;10;Médio;8 - Veículos e Equipamentos Móveis;Não
Quase Acidente;CSC;Até 6 meses;Sexta-feira;12;4;2024;09:00 - 10:00;Por volta das 08:50 horas, o jardineiro Antônio Bessa Da Silva estava realizando podas de alguns galhos das palmeiras, quando atingiu um galho com cachopa de marimbondo, o Sr. Antônio Bessa Da Silva foi acertado por 6 marimbondo, ocasionando inchaços pelo rosto e dores de cabeça;MT;;;;;Animal;Baixo;16;Baixo;2 - Percepção de Risco;Não
Típico sem afastamento;Expansão;Até 6 meses;Segunda - feira;31;1;2024;10:00 - 11:00;Aproximadamente as 10hs da data 31/01/2024 na JAZIDA 11, o funcionario motorista de carreta, estava realizando atividade de descarregamento de material (Back fill), quando percebeu que a tampa do basculante não abria, o mesmo desceu da cabine da carreta, e ao visualizar o motivo do travamento se aproximou do basculante, quando inesperadamente a tampa;RS;0;Não;Não;N/A;Golpeado por (atingido por objeto em movimento);Baixo;11;Médio;8 - Veículos e Equipamentos Móveis;Não
Típico sem afastamento;Expansão;Até 6 meses;Segunda - feira;26;2;2024;17:00 - 18:00;Colaborador CME motorista do ônibus 16 (EJY6I34) relatou que no dia 26/02/2024 às 17:40h, durante o percurso de deslocamento para a cidade, ocorreu que a tampa de proteção da caixa da parte elétrica veio a cair atingido sua cabeça na região da testa e boca e teve leve corte no lábio superior. A tampa estava presa com os parafusos que caíram junto com a tampa. O fato foi relatado para o encarregado SDG e equipe de SMS da GEL Engenharia no dia 27/02/2024;RS;0;Não;Não;N/A;;16;15;Baixo;8 - Veículos e Equipamentos Móveis;Não
Típico com afastamento;CSC;6 meses a 1 ano;Terça- feira;25;6;2024;17:00 - 18:00;O empregado terceirizado após utilizar o banheiro para o tomar banho, no momento de vestir as calças, perdeu o equilíbrio e caiu. Ao tentar apoiar-se no vidro da janela, este quebrou causando ferimentos no ombro direito do colaborador.;CE;4;0;Não;0;Queda mesmo nível;Baixo;14;Baixo;Outros;Não
Típico com afastamento;Geração - Hidráulica;1 a 3 anos;Quinta - feira;13;6;2024;08:00 - 09:00;A colaboradora da empresa Brasanitas ao deslocar pela escada de acesso do piso C para o piso 4 do Edifício de comando escorregou e veio a bater o joelho e o braço contra o piso, Foi encaminhada UPA.;PA;1;0;Não;0;Escada - Queda;Baixo;11;Médio;2 - Percepção de Risco;Não
Quase Acidente;Transmissão;Acima de 10 anos;Domingo;5;1;2025;07:00 - 08:00;Antes do início da atividade de manutenção na LT 05L9 JEROLD, estrutura 058/1, assim que desceu do veículo, o funcionário caiu em um buraco de aproximadamente 40cm de diâmetro e 1,3m de profundidade. O funcionário não teve nenhum ferimento e continuou a atividade normalmente.;BA;;;;;Outros;;14;Baixo;2 - Percepção de Risco;Não
Típico sem afastamento;CSC;Até 6 meses;Terça- feira;21;1;2025;13:00 - 14:00;Após a conferência de materiais, levantaou-se rapidamente, ocorrendo uma queda ocasionada por mal súbido, seguido de desmaio, vindo a bater a cabeça e as costas no chão;RJ;N/A;N/A;;N/A;Mal subito;Baixo;14;Baixo;11 - Não se Aplica;Não
Típico sem afastamento;CSC;3 a 6 anos;Terça- feira;4;2;2025;13:00 - 14:00;Durante atividade de ajudante do carpinteiro, o mesmo tropeçou na caixa de ferramentas e bateu a cabeça na parede;MG;N/A;N/A;Não;;Queda mesmo nível;Baixo;14;Baixo;2 - Percepção de Risco;Não
Quase acidente;Transmissão;3 a 6 anos;Quarta - feira;12;2;2025;15:00 - 16:00;Tombamento do trator de esteira que estava sobre o caminhão prancha;MG;N/A;N/A;;N/A;;;16;Baixo;8 - Veículos e Equipamentos Móveis;Não
Típico sem afastamento;Transmissão;6 meses a 1 ano;Quinta - feira;20;2;2025;07:00 - 08:00;Ao transitar pela rodovia RJ-106, o motorista do veículo perdeu o controle de direção ao desviar-se de veículo. O veículo capotou, parando no espaço entre as vias. (3a vítima);RJ;N/A;N/A;;N/A;Carro - Capotamento;Médio;4;Alto;8 - Veículos e Equipamentos Móveis;Sim
Quase acidente;CSC;Acima de 10 anos;Terça- feira;25;2;2025;10:00 - 11:00;Ao caminhar o colaborador bateu o joelho direito no estai de um poste de ferro de trilho de Linha Férrea, causando bastante dor ;PR;N/A;N/A;;N/A;;;14;Baixo;2 - Percepção de Risco;Não
Desvio Crítico;Transmissão;Até 6 meses;Terça- feira;10;6;2025;07:00 - 08:00;Para iniciar 4 SI's na SE Ytá, o fiscal técnico da obra, ao invés de ligar para o COSE, ligou equivocadamente para o SE Salto Santiago, onde outro fiscal técnico que estava no local atendeu a chamada e autorizou equivocadamente as atividades.;SC;;NA;Não;NA;;;6;Alto;2 - Percepção de risco;Sim
Quase Acidente;Transmissão;Acima de 10 anos;Domingo;13;4;2025;16:00 - 17:00;Ao finalizar o PMP do TC 230 KV da função RBTKLI6-01, o colaborador foi manobrar a caminhonete socage, placa FXB7D86 para retirar do local de trabalho, onde nesta movimentação encostou no suporte metálico da seccionadora da função ANRBLT6-01. Não houve danos a equipamentos, somente danos materiais com a quebra da lanterna traseira esquerda dá caminhonete socage. ;AC;0;0;Não;0;;Baixo;15;Baixo;8 - Veículos e Equipamentos Móveis;Não
Típico sem afastamento;Melhoria;3 a 6 anos;Segunda - feira;5;5;2025;09:00 - 10:00;Dor intensa no braço direito após movimentar um contato móvel de disjuntor;MG;N/A;N/A;;N/A;Transporte manual de carga;Baixo;14;Baixo;11 - Não se Aplica;Não
Típico com afastamento;Geração - Hidráulica;Até 6 meses;Quinta - feira;29;5;2025;16:00 - 17:00;Durante a movimentação de carga suspensa com utilização de ponte rolante, o operador decidiu realizar a operação do equipamento, dentro da área isolada,  ao olhar para alto, afim de acompanhar a movimentação da carga, caiu no vão, que estava sem uma das tampas do gerador UGH 01, sofrendo corte superficial no antebraço direito. Obs: Altura aproximada de 2,5m.;PA;5;0;Não;;Queda com diferença de nível;Médio;8;Alto;2 - Percepção de Risco;Sim
Quase Acidente;CSC;3 a 6 anos;Terça- feira;3;6;2025;11:00 - 12:00;Colisão traseira de caminhão em veículo de passeio estacionado na contramão de direção, causando danos materiais;MG;N/A;N/A;;N/A;;;14;Baixo;8 - Veículos e Equipamentos Móveis;Não
Trajeto com afastamento;CSC;3 a 6 anos;Sexta-feira;6;6;2025;18:00 - 19:00 ;O empregado terceirizado, enquanto conduzia sua motocicleta na rodovia RN-117 após encerrar seu plantão na Subestação Mossoró II, sofreu um acidente colidindo com um animal (vaca) que atravessou a via.;RN;15;;;;Moto - Colisão;Médio;5;Alto;8 - Veículos e Equipamentos Móveis;Sim
Trajeto sem afastamento;CSC;3 a 6 anos;Sexta-feira;4;7;2025;06:00 - 07:00;Durante o deslocamento de sua residência e o local de trabalho, o colaborador tropeçou e caiu, ferindo o rosto, a boca e as mãos, apresentou sangramento no nariz e inchaço no joelho;MG;N/A;N/A;;N/A;Queda mesmo nível;Baixo;14;Baixo;2 - Percepção de Risco;Não
Quase Acidente;CSC;3 a 6 anos;Quarta - feira;3;7;2025;11:00 - 12:00; O empregado encontrava-se desempenhando atividades de limpeza do solo (rastelamento) quando, bateu o braço no espinho de em uma planta de mandacaru. Após o impacto, relatou escurecimento da visão e dor intensa no local atingido. Procurou imediatamente a supervisão, que o orientou a se dirigir ao hospital.;BA;;;;;Queda mesmo nível;;16;Baixo;2 - Percepção de Risco;Não
Típico com afastamento;CSC;1 a 3 anos;Quarta - feira;9;7;2025;21:00 - 22:00 ;O empregado terceirizado trabalhava na guarita Capuxu, portaria de acesso de Usina Paulo Afonso - UPA, e ao realizar a abertura do portão, o mesmo veio a prensar seu dedo polegar.;BA;2;;;;Atingido entre ou abaixo (esmagado ou amputado);Médio;11;Médio;2 - Percepção de Risco;Não
Trajeto com afastamento;CSC;1 a 3 anos;Quinta - feira;10;7;2025;06:00 - 07:00;O colaborador terceiro se deslocava para o trabalho em sua motocicleta quando sofreu uma queda noo momento em que o carro forçou a ultrapassagem e o jogou para fora da pista;TO;2;0;0;0;Moto - Queda;Médio;7;Alto;8 - Veículos e Equipamentos Móveis;Sim
Quase Acidente;CSC;3 a 6 anos;Quinta - feira;21;8;2025;11:00 - 12:00;Durante a atividade no transformador 230/69 kV 04T3 da SE DMG, a plataforma de elevação Socage 28DA apresentou um vazamento de óleo hidráulico, o que resultou na descida involuntária do cesto, sob um equipamento (TC) que se encontrava desenergizado, isolado e aterrado. Sem lesões à dupla de operadores que se encontravam no equipamento, vinculados à área de Operação, e sem danos a plataforma. ;CE;;;;;Outros;;11;Médio;8 - Veículos e Equipamentos Móveis;Não
Típico sem afastamento;CSC;3 a 6 anos;Sexta - feira;3;10;2025;09:00 - 10:00;Durante atividade de roçada, a roçadeira bateu em uma pedra que foi arremessada e atingiu a perna do colaborador, furando a perneira e ocasionando uma lesão;SP;;;;;;Baixo;14;Baixo;2 - Percepção de Risco;Não
Quase Acidente;CSC;3 a 6 anos;Quarta - feira;27;8;2025;14:00 - 15:00;Durante remoção de resíduos de vegetação com retroescavadeira, uma pedra atingiu e danificou o vidro da cabine da máquina onde o operador estava. Não houve feridos.;MG;N/A;N/A;;N/A;;;14;Baixo;2 - Percepção de Risco;Não
Fatalidade;CSC;6 meses a 1 ano;Terça-feira;4;11;2025;13:00 - 14:00;Durante a execução das atividades de montagem do galpão localizado na área do almoxarifado, um colaborador operava uma Plataforma Elevatória Móvel de Trabalho (PEMT). Durante a realização de uma manobra, a PEMT posicionou-se sobre uma sapata do pilar do galpão, o que resultou no desequilíbrio e posterior tombamento do equipamento.;PA;;6000;Não;;Queda com diferença de nível;Alto;1;Alto;3 - Trabalho em Altura;Sim
Quase Acidente;CSC;6 meses a 1 ano;Terça-feira;11;11;2025;16:00 - 17:00;Durante o içamento de uma central de tratamento de óleo que estava dentro do galpão do almoxarifado, a lança do guindaste (Munck) esbarrou na verga de concreto do vão do portão do galpão causando pequenas avalias na pintura do prédio e na verga.;AC;0;0;Não;0;;;15;Baixo;6 - Linha de Perigo;Não
Quase Acidente;Expansão;6 meses a 1 ano;Terça;4;2;2025;10:00 - 11:00;Durante atividade de retirada de cabos do subsolo da sala de comando, os ajudantes de eletricistas decidiram cortar um cabo com alicate de corte (isolado) para reduzir o volume destes no local.  Ao cortar um dos cabos, ele estava energizado, causando curto-circuito e desligamento do TC's 94N1 de linha do vão de 230kv.   ;PB;-;-;Não;-;;;8;Alto;4 - Eletricidade;Sim
Desvio Crítico;Expansão;1 a 3 anos;Sábado;19;7;2025;10:00 - 11:00; O COSE identificou no supervisório da SE PAL, uma leitura de fuga terra no painel SC 3 de serviços auxiliares 125CC. A equipe de sobre aviso da Eletrosul, foi acionada até o local e constatou a presença de dois profissionais em atividades de “Ensaio de oscilografia”. Os profissionais da empresa Concremat e JMW Service, possuíam a liberação para atividade através das SIs 8205, 8032 e 8508 contínuas. Porém, não comunicaram ao COSE, o início da execução das atividades.;SC;-;-;Não;-;Outros;N/A;10;Médio;2 - Percepção de Risco;Não
Quase Acidente;Expansão;N/A;Quarta - feira;29;1;2025;14:00 - 15:00;Durante a escavação mecanizada com retroescavadeira, para a construção da drenagem do cubículo Delta, ocorreu o rompimento de um cabo subterrâneo de 13,8 kV que estava energizado.;PI;-;-;Não;-;;;10;Médio;4 - Eletricidade;Não
Quase Acidente;Expansão;N/A;Sabádo;31;5;2025;09:00 - 10:00;O caminhão do depósito de materiais de construção veio a UHE Porto Colômbia realizar uma entrega de blocos de concrero, ao fazer  um retorno com o veículo, acabou subindo sobre a caixa de passagem que se encontrava no local quebrando a tampa.;MG;-;-;Não;-;-;Baixo;11;Médio;8 - Veículos e Equipamentos Móveis;Não
Quase Acidente;Expansão;N/A;Quinta - feira;30;7;2025;12:00 - 13:00;Um forte redemoinho arrastou uma tenda que estava localizada na entrada do canteiro de obras da Enpecel dentro da Subestação em São João do Piauí/PI. A tenda foi projetada sobre os cabos de uma linha de 69KV, causando seu desligamento.;BA;-;-;Não;-;Outros;N/A;7;Alto;Outros;Sim
Quase Acidente;Expansão;N/A;Sexta-feira;19;9;2025;10:00 - 11:00;Durante uma atividade no telhado do prédio O&M, um dos perfis que sustentava uma das linhas de vida se soltou. No momento do evento, nenhum trabalhador estava conectado a essa linha de vida, pois estavam realizando atividades em outra área do telhado, devidamente conectados a outra linha de vida.;RS;-;-;Não;-;Outros;NA;11;Médio;3 - Trabalho em Altura;Não
Desvio Crítico;Expansão - Proj. Estrat.;N/A;Quarta - feira;4;6;2025;11:00 - 12:00;Foi evidenciado a presença de um caminhão da empresa Pinezi, subcontratada da CET, dentro da área restrita da subestação (acesso via portão da obra), sem acompanhamento, liberado de forma indevida.;PR;-;-;Não;-;Outros;;2;Crítico;Outros;Sim
Quase Acidente;Expansão;N/A;Quarta - feira;29;10;2025;16:00 - 17:00;Após  passagem de cabos nas canaletas, da tomada d’água, elevação 254, uma das tampas escorregou e caiu com a quina contra um cabo energizado 440V, causando pequeno curto.;BA;-;-;Não;-;Outros;NA;5;Alto;4 - Eletricidade;Sim
Quase Acidente;Expansão;N/A;Quinta-feira;30;10;2025;11:00 - 12:00;A chave encontrava-se inicialmente na posição aberta e desacoplada, quando, de forma inesperada, houve o fechamento involuntário do equipamento. A ocorrência foi provocada pelo rompimento do pino de trava do mecanismo de fixação, o que permitiu o deslocamento da haste e o consequente abaixamento da lâmina móvel da chave para a posição de fechamento. Durante o movimento da chave, ocorreu uma energização momentânea do circuito. Contudo, a estrutura encontrava-se devidamente isolada das demais seções e equipamentos adjacentes, não resultando em risco direto de acidente pessoal ou material.;MT;-;-;Não;-;Outros;NA;5;Alto;4 - Eletricidade;Sim
Quase Acidente;Expansão;N/A;Sábado;22;11;2025;10:00 - 11:00;Curto-circuito entre fases dos cabos de ligação do quadro de distribuição para caminhão oficina com princípio de incêndio nos cabos e eletroduto, prontamente sanados por ação de colaboradores com extintores de incêndio de Pó Químico BC.;PE;-;-;Não;-;Eletricidade;Baixo;16;Baixo;4  - Eletricidade;Não
Típico com afastamento;Melhoria;;Terça- feira;19;4;2022;14:00 - 15:00;Lesão na mão provocada por choque elétrico durante atividades no almoxarifado em Abreu e Lima.;PE;2;0;Não;;Eletricidade;Alto;13;Médio;4 - Eletricidade;Não
Típico com afastamento;Melhoria;;Terça- feira;19;4;2022;14:00 - 15:00;Lesão na mão provocada por choque elétrico durante atividades no aloxarifado em Abreu e Lima.;PE;2;0;Não;;Eletricidade;Alto;13;Médio;4 - Eletricidade;Não
Quase Acidente;Transmissão;6 meses a 1 ano;Sexta-feira;1;9;2023;13:00 - 14:00;Durante supressão de vegetação, uma árvore caiu e atingiu uma linha de distribuição, causando rompimento de cabo condutor e incêndio na pastagem. Não houve choque elétrico. Não houve lesão ou danos a pessoas.;GO;N/A;N/A;;N/A;;;4;Alto;2 - Percepção de Risco;Sim
Quase Acidente;Adm;;Segunda - feira;13;11;2023;06:00 - 07:00;Um empregado terceirizado ao acessar as dependências do Almoxarifado de Abreu e Lima, identificou chamas na sala que abriga os quadros dos inversores do sistema de geração de energia solar. Com a ajuda dos vigilantes, atuaram no combate ao princípio de incêndio utilizando 2 (dois) extintores. A equipe de manutenção elétrica foi acionada para atuar no local, isolar a área e seccionar os condutores elétricos para evitar possíveis acidentes e choques elétricos. Durante a ação dos eletricistas iniciou novas fagulhas e consequentemente pequenas chamas, onde os eletricistas coletaram novo extintor e prontamente extinguiram as pequenas chamas. Essa nova ação ocorreu devido a geração de energia pelas placas solares. Os circuitos elétricos vindos da geração solar foram deligados a fim de evitar possíveis acidentes;PE;;0;Não;0;Incêndio;Baixo;16;Baixo;11 - Não se Aplica;Não
Quase Acidente;Geração - Hidráulica;6 meses a 1 ano;Quinta - feira;7;12;2023;17:00 - 18:00;Durante atividade de manutenção e recuperação do pórtico da tomada d'água o operador do guindaste  foi manobrar o equipamento para liberação do tráfego da via de acessoquando ao dar ré veio a bater com o guindaste contra um poste de concreto da linha principal de energia do vertedouro, ocacionando a quebra da estrutura.;MS;N/A;;;;Outros;;11;Médio;8 - Veículos e Equipamentos Móveis;Não
Quase Acidente;Geração - Hidráulica;6 meses a 1 ano;Terça- feira;19;12;2023;15:00 - 16:00;Devido as fortes rajadas de vento ocasionadas por tempestade atipica na região, houve ruptura dos eixos das roldanas superiores, ocacionando o tombamenro do portão principal da casa de força da UHSD atingindo um veiculo estacionado. ;MS;N/A;;;;Outros;;7;Alto;Outros;Sim
Quase Acidente;Geração - Hidráulica;6 meses a 1 ano;Quinta - feira;19;10;2023;15:00 - 16:00;Devido as rajadas de vento houve o desabamentodo pórtico do vertedouro  em direção a casa de máquinas, a estrutura do pórtico ficou no talude.;MS;N/A;;;;Outros;;4;Alto;Outros;Sim
Quase Acidente;Transmissão;6 meses a 1 ano;Terça- feira;17;10;2023;16:00 - 17:00;Uma torre de linha de transmissão da linha Foz do Chapecó/Xanxere  foi danificada devido ao mal tempo (ventos fortes) que  atingiram a região na tarde de 17/10/2023. Após inspeção local, a equipe técnica confirmou que a base da torre foi severamente danificada e que a torre esta próximo ao solo sendo sustentada pelos cabos, afetando os circuitos 1 e 2. ;SC;N/A;;;;Outros;;11;Médio;11 - Não se Aplica;Não
Quase Acidente;Transmissão;;Quarta - feira;8;11;2023;08:00 - 09:00;Incêndio ocorrido nos cubículos dos disjuntores de 13,8kV da Usina Térmica de Camaçari que alimentam o Serviço Auxiliar da SE Camaçari II, rede aérea. Não houve vítima, nenhum empregado realizava intervenção ou atividades próximos do cubículo no momento da ocorrência.;BA;;0;Não;0;Incêndio;Baixo;16;Baixo;11 - Não se Aplica;Não
Quase Acidente;Transmissão;Acima de 10 anos;Quinta - feira;10;8;2023;09:00 - 10:00;Queda do empregado Ismael Dourado Ferreira dentro da canaleta de cabos, durante seu deslocamento no pátio da SE Complexo do Prata MT, o fato se deu devido a tampa metálica ter se movido quando ele pisou (a canaleta estava tampada).;MT;;0;Não;0;Escorregou/Desequilibrou;Baixo;15;Baixo;2 - Percepção de Risco;Não
Quase Acidente;Transmissão;;Domingo;17;9;2023;23:00 - 00:00 ;Queda de duas torres de linha de transmissão, classe 138 kV em decorrência de fortes ventos na noite.;MT;;0;Não;0;Outros;Baixo;11;Médio;11 - Não se Aplica;Não
Típico com afastamento;Expansão;6 meses a 1 ano;Domingo;6;8;2023;16:00 - 17:00;"Funcionários estavam instalando as empancaduras na travessia da LT 138 kV Joinville - WEG Fundição quando houve a queda das traves, devido ao solo ""mole""elas cederam, vindo a ocorrer o acidente.";SC;15;15;Não;;Queda com diferença de nível;Alto;2;Crítico;3 - Trabalho em Altura;Sim
Quase Acidente;Transmissão;;Terça- feira;5;12;2023;12:00- 13:00;Ao final das atividades na estrutura 16/2 da LT 04V2 CGDPRSU2 - C.GRANDE II-PARAISO, para a troca de isoladores e mísulas, uma treliça se desprendeu do 1º quadrante que compõe a base da estrutura, de uma altura aproximada de 3 a 4 metros, quando o facão, dispositivo usado na transferência de esforços mecânicos para substituição da mísula, já no solo, bateu na estrutura. Não houve contato da peça com pessoas. Destaca-se que o desprendimento da peça não tem relação com os serviços que estavam sendo realizados pela empresa. ;PB;;NA;Não;NA;;Baixo;11;Médio;11 - Não se Aplica;Não
Quase Acidente;Adm;;Segunda - feira;4;12;2023;14:00 - 15:00;DoisTrabalhadores estavam realizando atividade de inspeção da central de Ar da Sala de Comando que apresentava com problema em seu funcionamento vindo a desligar o disjuntor, abriram a tampa para realizar testes e ao energizar a central de ar, o compressor sofreu fissura e causando vazamento de Gás R410 A e jateamento de óleo.;PA;;0;Não;0;Golpeado por (atingido por objeto em movimento);Baixo;13;Médio;2 - Percepção de Risco;Não
Quase Acidente;Expansão;;Sábado;25;11;2023;17:00 - 18:00;Evento que culminou no desligamento intempestivo das Barras I e II na SE Miranda II, durante os serviços de conexão dos cabos de interligação das seccionadoras isoladoras do TR3;MA;;0;;0;Outros;Médio;7;Alto;4 - Eletricidade;Sim
Quase Acidente;Transmissão;;Sexta-feira;13;10;2023;16:00 - 17:00;Descritivo: Um fazendeiro avistou uma torre de linha de transmissão que estava inclinada de forma muito irregular e após constatação da irregularidade, comunicou a situação a Eletronorte. Após inspeção local, a equipe técnica confirmou que a base da torre havia sido severamente danificada e que a torre estava sendo sustentada pelos cabos. ;MT;;0;Não;0;Carro - Colisão ;Baixo;11;Médio;11 - Não se Aplica;Não
Quase Acidente;Transmissão;6 meses a 1 ano;Terça- feira;26;9;2023;17:00 - 18:00;Explosão do disjuntor  1062 da fase A na subestação NSR, ocasionando somente danos materiais. Estilhaços dos isoladores atingiram  uma distância de aproximadamente 50m em ambas laterais.;RS;N/A;;;;Explosão;;7;Alto;4 - Eletricidade;Sim
Quase Acidente;Transmissão;;Quinta - feira;1;6;2023;16:00 - 17:00;Empregados estavam realizando serviço de Roço quando foram surpreendidos por abelhas, reincidindo no dia seguinte. Ocorreram 2 ataques, um em cada dia.;BA;;NA;Não;;Animal;Baixo;10;Médio;11 - Não se Aplica;Não
Quase Acidente;Geração - Hidráulica;;Quarta - feira;19;4;2023;14:00 - 15:00;Cinta de amarração de peça que estava sendo içada na UHE Paulo Afonso III ficou presa e todo serviço precisou ser paralisado com a carga suspensa.;BA;;NA;Não;;Outros;Baixo;15;Baixo;11 - Não se Aplica;Não
Quase Acidente;Transmissão;;Terça- feira;19;9;2023;09:00 - 10:00;Incêndio em Transformador de Corrente (TC)  na SE Presidente Dutra.;MA;;0;Não;0;Eletricidade;Baixo;7;Alto;4 - Eletricidade;Sim
Quase Acidente;Transmissão;;Quinta - feira;2;2;2023;12:00- 13:00;Durante o trajeto de caminhão munck que transportava chaves seccionadoras retiradas da subestação de Mirueira para a subestação do Bongi, houve o rompimento de cinta de amarração do equipamento e queda da chave com quebra de porcelanas.;PE;;NA;Não;;Outros;Baixo;15;Baixo;8 - Veículos e Equipamentos Móveis;Não
Trajeto com afastamento;Transmissão;Acima de 10 anos;Segunda - feira;4;9;2023;07:00 - 08:00;Empregado sofreu acidente de trajeto - caiu da moto ao atropelar cachorro em via pública - sofreu escoriações pelo corpo e contusão no tornozelo e joelho esquerdo.;PE;10;0;Não;0;Moto - Queda;Médio;11;Médio;8 - Veículos e Equipamentos Móveis;Não
Quase Acidente;Geração - Hidráulica;6 meses a 1 ano;Quinta - feira;21;9;2023;14:00 - 15:00;"Durante treinamento de combate a incêndio, ocorreu uma combustão ""descontrolada"", irradiando calor excessivo na proximidade onde o grupo de treinandos se encontrava, sendo necessário se deslocarem para a área externa da empresa para se protegerem";RJ;N/A;N/A;;N/A;;;11;Médio;10 - Produtos Químicos Perigosos;Não
Quase Acidente;Transmissão;6 meses a 1 ano;Terça- feira;5;9;2023;00:00 - 01:00 ;Queda de torre  LT, devido a alta nos niveis dos rios (chuva).;RS;N/A;;;;Outros;;15;Baixo;11 - Não se Aplica;Não
Quase Acidente;Geração - Hidráulica;Acima de 10 anos;Quinta - feira;16;11;2023;16:00 - 17:00;Duarante atividade de aperto de parafusos, o colega que estava junto,fez um movimento e acabou acertando o nariz do outro colega com o cotovelo.;RS;N/A;;;;Outros;;16;Baixo;11 - Não se Aplica;Não
Quase Acidente;Geração - Eólica;6 meses a 1 ano;Segunda - feira;24;7;2023;10:00 - 11:00;Durante a atividade de lançamento da fase central do cabo condutor no tramo entre as torres T24/1 e T30/1 da LT Coxilha Negra 2 – SE LIV3, a estrutura da torre T24 colapsou, torceu e caiu no solo. ;RS;N/A;-;;;Outros;;4;Alto;2 - Percepção de Risco;Sim
Típico sem afastamento;Expansão;6 meses a 1 ano;Quinta - feira;28;12;2023;11:00 - 12:00;Durante descarga de guarda corpo metálico a ser utilizado nas torres dos aerogeradores do Parque Eólico Coxilha Negra, o funcionario da terceirizada manteve seu dedo médio da mão esuqerda entre as peças sofrendo um pequeno prensamento no dedo. o funcionario foi atendido e encaminhado para exames - hospital.;RS;0;;;;Transporte manual de carga;Baixo;11;Médio;8 - Veículos e Equipamentos Móveis;Não
Quase Acidente;Geração - Eólica;6 meses a 1 ano;Sábado;2;9;2023;10:00 - 11:00;O profissional conduzia o veículo da empresa após uma vistoria de campo quando, ao chegar ao canteiro, executou uma freada brusca tendo o carro derrapado e atingido um poste, causando pequenos danos materiais no veículo.;RS;N/A;-;Não;-;Carro - Colisão ;;15;Baixo;8 - Veículos e Equipamentos Móveis;Não
